"person_id","person_type","crash_record_id","vehicle_id","crash_date","seat_no","city","state","zipcode","sex","age","drivers_license_state","drivers_license_class","safety_equipment","airbag_deployed","ejection","injury_classification","hospital","ems_agency","ems_run_no","driver_action","driver_vision","physical_condition","pedpedal_action","pedpedal_visibility","pedpedal_location","bac_result","bac_result_value","cell_phone_use"
"O1853445","DRIVER","4c3f5cd6a8642b19a7432172066ea2552c3d3bfb289673e847add8b46baed819fb6c59de0c76e2817b7b38a967933728aa89dd3de8fcd806e5b2f0944d9ad8c4","1765622","2024-06-29T21:55:00.000",,"CHICAGO","IL","60640","M","41","IL","D","USAGE UNKNOWN","DID NOT DEPLOY","NONE","NO INDICATION OF INJURY",,,,"IMPROPER LANE CHANGE","UNKNOWN","NORMAL",,,,"TEST NOT OFFERED",,
"O1853446","DRIVER","4c3f5cd6a8642b19a7432172066ea2552c3d3bfb289673e847add8b46baed819fb6c59de0c76e2817b7b38a967933728aa89dd3de8fcd806e5b2f0944d9ad8c4","1765626","2024-06-29T21:55:00.000",,"CHICAGO","IL","60612","M","25","IL","C","USAGE UNKNOWN","DID NOT DEPLOY","NONE","REPORTED, NOT EVIDENT",,,,"NONE","NOT OBSCURED","NORMAL",,,,"TEST NOT OFFERED",,
"P409969","PASSENGER","4c3f5cd6a8642b19a7432172066ea2552c3d3bfb289673e847add8b46baed819fb6c59de0c76e2817b7b38a967933728aa89dd3de8fcd806e5b2f0944d9ad8c4","1765626","2024-06-29T21:55:00.000","2",,,,"F","23",,,"USAGE UNKNOWN","DID NOT DEPLOY","NONE","NO INDICATION OF INJURY",,,,,,,,,,,,
"O1853429","DRIVER","192fe12659daa34f69da8786a149eafd11280c095b7eb6c0d93c809146799e1671ea72b3c807582baab191c3d7a0c8c1bc4411f5335d02bb0e61bf87577321da","1765610","2024-06-29T21:44:00.000",,,,,"M",,,,"USAGE UNKNOWN","DID NOT DEPLOY","NONE","NO INDICATION OF INJURY",,,,"UNKNOWN","UNKNOWN","UNKNOWN",,,,"TEST NOT OFFERED",,
"O1853430","DRIVER","192fe12659daa34f69da8786a149eafd11280c095b7eb6c0d93c809146799e1671ea72b3c807582baab191c3d7a0c8c1bc4411f5335d02bb0e61bf87577321da","1765608","2024-06-29T21:44:00.000",,"ELGIN","IL","60123","F","25","IL",,"SAFETY BELT USED","DID NOT DEPLOY","NONE","NO INDICATION OF INJURY",,,,"NONE","NOT OBSCURED","NORMAL",,,,"TEST NOT OFFERED",,
"P409963","PASSENGER","192fe12659daa34f69da8786a149eafd11280c095b7eb6c0d93c809146799e1671ea72b3c807582baab191c3d7a0c8c1bc4411f5335d02bb0e61bf87577321da","1765608","2024-06-29T21:44:00.000","4",,,,"M",,,,"SAFETY BELT USED","DID NOT DEPLOY","NONE","NO INDICATION OF INJURY",,,,,,,,,,,,
"P409964","PASSENGER","192fe12659daa34f69da8786a149eafd11280c095b7eb6c0d93c809146799e1671ea72b3c807582baab191c3d7a0c8c1bc4411f5335d02bb0e61bf87577321da","1765608","2024-06-29T21:44:00.000","6",,,,"F",,,,"CHILD RESTRAINT - FORWARD FACING","DID NOT DEPLOY","NONE","NO INDICATION OF INJURY",,,,,,,,,,,,
"O1853457","DRIVER","27d583d3b956d566a9285dff277cd804c064abe8608f40285df7830466ac3d563512da721215afc5e2896965893f0d9d6a0587647362f648c2aa363b55f2ba34","1765629","2024-06-29T21:30:00.000",,,,,"X",,,,"USAGE UNKNOWN","DEPLOYMENT UNKNOWN","NONE","NO INDICATION OF INJURY",,,,"UNKNOWN","UNKNOWN","UNKNOWN",,,,"TEST NOT OFFERED",,
"O1853471","DRIVER","a950fa5ab6da97ed221e69b29b8cfecae90e0184f723e6ee9af00cf1325f8bc8804798d5dfd7b8a87ec7d317c37e2cfbfeb142e6bec79cb61490dbd9ccfa3ce4","1765641","2024-06-29T21:30:00.000",,,,,"M",,,,"USAGE UNKNOWN","DID NOT DEPLOY","NONE","NO INDICATION OF INJURY",,,,"UNKNOWN","UNKNOWN","UNKNOWN",,,,"TEST NOT OFFERED",,
"O1853472","DRIVER","a950fa5ab6da97ed221e69b29b8cfecae90e0184f723e6ee9af00cf1325f8bc8804798d5dfd7b8a87ec7d317c37e2cfbfeb142e6bec79cb61490dbd9ccfa3ce4","1765645","2024-06-29T21:30:00.000",,"CHICAGO","IL","60644","F","40","IL","D","SAFETY BELT USED","DID NOT DEPLOY","NONE","NO INDICATION OF INJURY",,,,"NONE","NOT OBSCURED","NORMAL",,,,"TEST NOT OFFERED",,
"O1853419","DRIVER","d7bdf1915279117d6ade9819431ec7ffafa159886f644bbb97aba9d38aed11b98700097490417f452971311ec0d8060d9273e39a00a7476829e2cfb9b12d36de","1765599","2024-06-29T21:00:00.000",,,,,"X",,,,"USAGE UNKNOWN","DEPLOYMENT UNKNOWN","NONE","NO INDICATION OF INJURY",,,,"UNKNOWN","UNKNOWN","UNKNOWN",,,,"TEST NOT OFFERED",,
"O1853451","DRIVER","ed5c616483f1f6748493a914185af1352a758570612f129c22ce2912e50a05b864b050b203842974c171469acfb4548fa4a95281ef84e647024ce311616c88d9","1765625","2024-06-29T20:55:00.000",,"CHICAGO","IL","60630","M","43","IL","D","USAGE UNKNOWN","NOT APPLICABLE","NONE","NO INDICATION OF INJURY",,,,"IMPROPER PASSING","UNKNOWN","UNKNOWN",,,,"TEST NOT OFFERED",,
"O1853452","DRIVER","ed5c616483f1f6748493a914185af1352a758570612f129c22ce2912e50a05b864b050b203842974c171469acfb4548fa4a95281ef84e647024ce311616c88d9","1765627","2024-06-29T20:55:00.000",,"BROOKLYN","NY","11229","M","34","NY","D","USAGE UNKNOWN","NOT APPLICABLE","NONE","NO INDICATION OF INJURY",,,,"NONE","UNKNOWN","UNKNOWN",,,,"TEST NOT OFFERED",,
"O1853425","DRIVER","bdcda3507ce519e1a0239af50fff2604cb5f9168ba4615671fcb4999fed4fda0cdfc8f16983676a463dd6a7b931342172eb8babe3f9d7af4163c06a40efce0bd","1765601","2024-06-29T20:47:00.000",,,,,"M",,,,"USAGE UNKNOWN","DEPLOYMENT UNKNOWN","NONE","NO INDICATION OF INJURY",,,,"DISREGARDED CONTROL DEVICES","UNKNOWN","UNKNOWN",,,,"TEST NOT OFFERED",,
"O1853426","DRIVER","bdcda3507ce519e1a0239af50fff2604cb5f9168ba4615671fcb4999fed4fda0cdfc8f16983676a463dd6a7b931342172eb8babe3f9d7af4163c06a40efce0bd","1765605","2024-06-29T20:47:00.000",,"CHICAGO","IL","60632","M","61","IL","D","SAFETY BELT USED","DID NOT DEPLOY","NONE","NO INDICATION OF INJURY",,,,"NONE","NOT OBSCURED","NORMAL",,,,"TEST NOT OFFERED",,
"O1853447","DRIVER","ef7d2cfe7293e955a6f650cb85aca0be57671b7879ff5eb1fd2f995df7f56d049247829273a08e8aa74085569af1973c68cdf53eedbd0a9a48be6161bbb60863","1765624","2024-06-29T20:30:00.000",,"CHICAGO","IL","60653","X",,,,"USAGE UNKNOWN","DID NOT DEPLOY","UNKNOWN","NO INDICATION OF INJURY",,,,"FOLLOWED TOO CLOSELY","UNKNOWN","UNKNOWN",,,,"TEST NOT OFFERED",,
"O1853448","DRIVER","ef7d2cfe7293e955a6f650cb85aca0be57671b7879ff5eb1fd2f995df7f56d049247829273a08e8aa74085569af1973c68cdf53eedbd0a9a48be6161bbb60863","1765648","2024-06-29T20:30:00.000",,"CHICAGO","IL","60624","M","0","IL","D","NONE PRESENT","NOT APPLICABLE","UNKNOWN","NO INDICATION OF INJURY",,,,"NONE","NOT OBSCURED","NORMAL",,,,"TEST NOT OFFERED",,
"O1853401","DRIVER","028fd0602deff5bc0ad8bb276c88bd67cc3af580091c7cd16ea7c7ef96b73552e42633256541356c370d5badcdee44a82b668ec48880116e006e16a360a94ca7","1765579","2024-06-29T20:29:00.000",,,,,"M",,"IL",,"SAFETY BELT USED","DID NOT DEPLOY","NONE","NO INDICATION OF INJURY",,,,"IMPROPER BACKING","UNKNOWN","NORMAL",,,,"TEST NOT OFFERED",,
"O1853402","DRIVER","028fd0602deff5bc0ad8bb276c88bd67cc3af580091c7cd16ea7c7ef96b73552e42633256541356c370d5badcdee44a82b668ec48880116e006e16a360a94ca7","1765580","2024-06-29T20:29:00.000",,,,,"F",,"IL",,"SAFETY BELT USED","DID NOT DEPLOY","NONE","NO INDICATION OF INJURY",,,,"NONE","NOT OBSCURED","NORMAL",,,,"TEST NOT OFFERED",,
"O1853455","DRIVER","63c0a6876ba3282d19523b4ecb89b233ac91bce520f5c7720f2d4409c5a9fe04b59a6ff374b6b9563db0461886727f45db25ba4368b34d47f1f2a5b23eded624","1765631","2024-06-29T20:20:00.000",,,,,"F",,,,"USAGE UNKNOWN","DEPLOYMENT UNKNOWN","NONE","NO INDICATION OF INJURY","DNA",,,"IMPROPER LANE CHANGE","UNKNOWN","UNKNOWN",,,,"TEST NOT OFFERED",,
"O1853456","DRIVER","63c0a6876ba3282d19523b4ecb89b233ac91bce520f5c7720f2d4409c5a9fe04b59a6ff374b6b9563db0461886727f45db25ba4368b34d47f1f2a5b23eded624","1765638","2024-06-29T20:20:00.000",,"CHICAGO","IL","60615","F","29","IL","D","SAFETY BELT USED","DID NOT DEPLOY","NONE","NO INDICATION OF INJURY","REFUSED EMS",,,"NONE","NOT OBSCURED","NORMAL",,,,"TEST NOT OFFERED",,
"O1853407","DRIVER","f6dd9c757146182671f2ebe54a4112b17fbc04c73432b325e9bf9085b38e120bbacd148560873cbb66bd50f85185633d721878e106db128f3878739d22163f9e","1765587","2024-06-29T20:05:00.000",,"CHICAGO","IL","60647","M","20",,,"USAGE UNKNOWN","DEPLOYMENT UNKNOWN","UNKNOWN","NO INDICATION OF INJURY",,,,"FAILED TO YIELD","UNKNOWN","UNKNOWN",,,,"TEST NOT OFFERED",,
"O1853408","DRIVER","f6dd9c757146182671f2ebe54a4112b17fbc04c73432b325e9bf9085b38e120bbacd148560873cbb66bd50f85185633d721878e106db128f3878739d22163f9e","1765593","2024-06-29T20:05:00.000",,"CHICAGO","IL","60642","M","52","IL","D","SAFETY BELT USED","DID NOT DEPLOY","UNKNOWN","NO INDICATION OF INJURY",,,,"NONE","NOT OBSCURED","NORMAL",,,,"TEST NOT OFFERED",,
"P409957","PASSENGER","f6dd9c757146182671f2ebe54a4112b17fbc04c73432b325e9bf9085b38e120bbacd148560873cbb66bd50f85185633d721878e106db128f3878739d22163f9e","1765593","2024-06-29T20:05:00.000","2","CHICAGO","IL","60656","F","38",,,"SAFETY BELT USED","DID NOT DEPLOY","NONE","NO INDICATION OF INJURY",,,,,,,,,,,,
"O1853385","DRIVER","a22f12bbdcef44575029b5964bc64ec31c2af4984f5058cfc761974155a625ae4ade869c3094a0f113b461517611001fb4426822af6653872e0af13abdfde3a7","1765557","2024-06-29T20:00:00.000",,,,,"M",,,,"USAGE UNKNOWN","DEPLOYMENT UNKNOWN","NONE","NO INDICATION OF INJURY",,,,"OTHER","UNKNOWN","UNKNOWN",,,,"TEST NOT OFFERED",,
"P409937","PASSENGER","a22f12bbdcef44575029b5964bc64ec31c2af4984f5058cfc761974155a625ae4ade869c3094a0f113b461517611001fb4426822af6653872e0af13abdfde3a7","1765557","2024-06-29T20:00:00.000","3",,,,"F",,,,"USAGE UNKNOWN","DID NOT DEPLOY","NONE","NO INDICATION OF INJURY",,,,,,,,,,,,
"P409939","PASSENGER","a22f12bbdcef44575029b5964bc64ec31c2af4984f5058cfc761974155a625ae4ade869c3094a0f113b461517611001fb4426822af6653872e0af13abdfde3a7","1765557","2024-06-29T20:00:00.000","4",,,,"F",,,,"USAGE UNKNOWN","DEPLOYMENT UNKNOWN","NONE","NO INDICATION OF INJURY",,,,,,,,,,,,
"P409940","PASSENGER","a22f12bbdcef44575029b5964bc64ec31c2af4984f5058cfc761974155a625ae4ade869c3094a0f113b461517611001fb4426822af6653872e0af13abdfde3a7","1765557","2024-06-29T20:00:00.000","6",,,,"F",,,,"USAGE UNKNOWN","DEPLOYMENT UNKNOWN","NONE","NO INDICATION OF INJURY",,,,,,,,,,,,
"P409942","PASSENGER","a22f12bbdcef44575029b5964bc64ec31c2af4984f5058cfc761974155a625ae4ade869c3094a0f113b461517611001fb4426822af6653872e0af13abdfde3a7","1765564","2024-06-29T20:00:00.000","1","CHICAGO","IL","60652","M","28",,,"SAFETY BELT USED","DID NOT DEPLOY","NONE","NO INDICATION OF INJURY",,,,,,,,,,,,
"O1853514","DRIVER","cb5635e4cf7024eef46b5a25ce5cb69baa2e2b3f9d77e295a9a596ca5547ff15860444bc270ca0d601deaa67a4ea869893e8f11864c44b3e894a561349785747","1765704","2024-06-29T19:55:00.000",,"CHICAGO","IL","60608","F","27","IL","D","USAGE UNKNOWN","DID NOT DEPLOY","NONE","NO INDICATION OF INJURY",,,,"UNKNOWN","UNKNOWN","UNKNOWN",,,,"TEST NOT OFFERED",,
"O1853515","DRIVER","cb5635e4cf7024eef46b5a25ce5cb69baa2e2b3f9d77e295a9a596ca5547ff15860444bc270ca0d601deaa67a4ea869893e8f11864c44b3e894a561349785747","1765715","2024-06-29T19:55:00.000",,"CHICAGO","IL","60645","M","25","IL","D","SAFETY BELT USED","DID NOT DEPLOY","UNKNOWN","NO INDICATION OF INJURY",,,,"NONE","UNKNOWN","UNKNOWN",,,,"TEST NOT OFFERED",,
"O1853431","DRIVER","7744865e1e8824dd2534d306e0f23cba0ef2b5ef8b1628e1ea4b3f2b4761af8266a066648dce073e3aab6ef926d289e67327d9bbf4a22280f418315180e71dc7","1765614","2024-06-29T19:50:00.000",,"CHICAGO","IL","60659","F","20","IL","D","USAGE UNKNOWN","NOT APPLICABLE","NONE","NO INDICATION OF INJURY",,,,"TOO FAST FOR CONDITIONS","NOT OBSCURED","NORMAL",,,,"TEST NOT OFFERED",,
"O1853432","DRIVER","7744865e1e8824dd2534d306e0f23cba0ef2b5ef8b1628e1ea4b3f2b4761af8266a066648dce073e3aab6ef926d289e67327d9bbf4a22280f418315180e71dc7","1765618","2024-06-29T19:50:00.000",,"CHICAGO","IL","60641","M","26","IL","D","SAFETY BELT USED","NOT APPLICABLE","NONE","NO INDICATION OF INJURY",,,,"NONE","NOT OBSCURED","NORMAL",,,,"TEST NOT OFFERED",,
"O1853439","DRIVER","35565c352d06566ce761e27d829c96036987cfab2a48bb7ed72a6edc1363117ffc0f7425db79df14af93c4a9f35796e29c106473fabcab0f8e0c16e2a3e0c983","1765621","2024-06-29T19:40:00.000",,"CHICAGO","IL","60619","F","30","IL","D","SAFETY BELT USED","DEPLOYED, COMBINATION","NONE","NONINCAPACITATING INJURY",,,,"OTHER","NOT OBSCURED","NORMAL",,,,"TEST NOT OFFERED",,
"P409966","PASSENGER","35565c352d06566ce761e27d829c96036987cfab2a48bb7ed72a6edc1363117ffc0f7425db79df14af93c4a9f35796e29c106473fabcab0f8e0c16e2a3e0c983","1765621","2024-06-29T19:40:00.000","4","CHICAGO","IL","60619","F","4",,,"CHILD RESTRAINT - FORWARD FACING","DEPLOYED, SIDE","NONE","NONINCAPACITATING INJURY","COMER CHILDRENS HOSPITAL","CFD","72",,,,,,,,,
"P409967","PASSENGER","35565c352d06566ce761e27d829c96036987cfab2a48bb7ed72a6edc1363117ffc0f7425db79df14af93c4a9f35796e29c106473fabcab0f8e0c16e2a3e0c983","1765621","2024-06-29T19:40:00.000","5","CHICAGO","IL","60619","F","9",,,"SAFETY BELT USED","NOT APPLICABLE","NONE","NONINCAPACITATING INJURY","COMER CHILDRENS HOSPITAL","CFD","37",,,,,,,,,
"P409968","PASSENGER","35565c352d06566ce761e27d829c96036987cfab2a48bb7ed72a6edc1363117ffc0f7425db79df14af93c4a9f35796e29c106473fabcab0f8e0c16e2a3e0c983","1765621","2024-06-29T19:40:00.000","6","CHICAGO","IL","60619","F","6",,,"SAFETY BELT USED","DEPLOYED, SIDE","NONE","NONINCAPACITATING INJURY","COMER CHILDRENS HOSPITAL","CFD","71",,,,,,,,,
"O1853373","DRIVER","7dec3dad3245f5240188271c1e3ef69b90d95ec4c6ebc7085f84c965d5678a2f2a02f2e1a5f341273b0d0c0dcb253a5cd3f1517b5f6fefef367f67d4b6d09472","1765568","2024-06-29T19:35:00.000",,"CHICAGO","IL","60657","M",,"IL","D","USAGE UNKNOWN","DID NOT DEPLOY","NONE","NO INDICATION OF INJURY",,,,"UNKNOWN","UNKNOWN","UNKNOWN",,,,"TEST NOT OFFERED",,
"O1853374","DRIVER","7dec3dad3245f5240188271c1e3ef69b90d95ec4c6ebc7085f84c965d5678a2f2a02f2e1a5f341273b0d0c0dcb253a5cd3f1517b5f6fefef367f67d4b6d09472","1765559","2024-06-29T19:35:00.000",,"JAMAICA","NY","11432","M",,"NY","B","USAGE UNKNOWN","DID NOT DEPLOY","NONE","NO INDICATION OF INJURY",,,,"NONE","NOT OBSCURED","NORMAL",,,,"TEST NOT OFFERED",,
"O1853399","DRIVER","5f6c2fb5db68af2f4aff6c27ee74f9c4309c5afd92c74308b5d5f2fb7b37c947f4f7e1886f9d0729e523b4037f191657c9c1922652d752f730fff10a8a0bb085","1765584","2024-06-29T19:32:00.000",,"CHICAGO","IL","60643","M","36","IL",,"SAFETY BELT USED","NOT APPLICABLE","NONE","NO INDICATION OF INJURY",,,,"FOLLOWED TOO CLOSELY","NOT OBSCURED","NORMAL",,,,"TEST NOT OFFERED",,
"O1853400","DRIVER","5f6c2fb5db68af2f4aff6c27ee74f9c4309c5afd92c74308b5d5f2fb7b37c947f4f7e1886f9d0729e523b4037f191657c9c1922652d752f730fff10a8a0bb085","1765590","2024-06-29T19:32:00.000",,"CHICAGO","IL","60612","F","29","IL",,"SAFETY BELT USED","NOT APPLICABLE","NONE","NO INDICATION OF INJURY",,,,"NONE","NOT OBSCURED","NORMAL",,,,"TEST NOT OFFERED",,
"O1853370","DRIVER","0b109d9addc28da2a9c080514506ba71c6a6451aad50a3d7ef919737cea95ef644632193c7a1d80ed2c68df23d9e96e03837d2fe101b331c9ebdcae48079218e","1765543","2024-06-29T19:30:00.000",,,,,"M",,"IL","D","USAGE UNKNOWN","DEPLOYMENT UNKNOWN","NONE","NO INDICATION OF INJURY",,,,"OTHER","UNKNOWN","UNKNOWN",,,,"TEST NOT OFFERED",,
"O1853362","DRIVER","ba5dc228dcc4f1ce3fba2f1448eaf623f34ad4dbad4378f62114cf2ff3537fc1459a39e7f89385bf2fff13e02e2bae9cc47cf388829808becb21acabf13dd489","1765538","2024-06-29T19:30:00.000",,"CHICAGO","IL","60636","F","67","IL","D","SAFETY BELT USED","DID NOT DEPLOY","NONE","NO INDICATION OF INJURY",,,,"FAILED TO YIELD","NOT OBSCURED","NORMAL",,,,"TEST NOT OFFERED",,
"O1853363","DRIVER","ba5dc228dcc4f1ce3fba2f1448eaf623f34ad4dbad4378f62114cf2ff3537fc1459a39e7f89385bf2fff13e02e2bae9cc47cf388829808becb21acabf13dd489","1765546","2024-06-29T19:30:00.000",,"CHICAGO","IL","60618","M","41","XX",,"SAFETY BELT USED","DID NOT DEPLOY","NONE","NO INDICATION OF INJURY",,,,"OTHER","NOT OBSCURED","NORMAL",,,,"TEST NOT OFFERED",,
"O1853397","DRIVER","ff00c4e6d6cc0c9775925a52a546899b396e71665efee8352aba2a465807da3fd348c0d77ccea9176f87fc608a79ee19acc09893905e93afb2769dc2f1040a53","1765575","2024-06-29T19:30:00.000",,"CHICAGO","IL","60641","M","46","IL","D","SAFETY BELT USED","DID NOT DEPLOY","NONE","NO INDICATION OF INJURY",,,,"OTHER","NOT OBSCURED","NORMAL",,,,"TEST NOT OFFERED",,
"P409950","PASSENGER","ff00c4e6d6cc0c9775925a52a546899b396e71665efee8352aba2a465807da3fd348c0d77ccea9176f87fc608a79ee19acc09893905e93afb2769dc2f1040a53","1765575","2024-06-29T19:30:00.000","3",,"IL",,"F",,,,"SAFETY BELT USED","DID NOT DEPLOY","NONE","NO INDICATION OF INJURY",,,,,,,,,,,,
"P409951","PASSENGER","ff00c4e6d6cc0c9775925a52a546899b396e71665efee8352aba2a465807da3fd348c0d77ccea9176f87fc608a79ee19acc09893905e93afb2769dc2f1040a53","1765575","2024-06-29T19:30:00.000","4",,,,"M",,,,"SAFETY BELT USED","DID NOT DEPLOY","NONE","NO INDICATION OF INJURY",,,,,,,,,,,,
"P409952","PASSENGER","ff00c4e6d6cc0c9775925a52a546899b396e71665efee8352aba2a465807da3fd348c0d77ccea9176f87fc608a79ee19acc09893905e93afb2769dc2f1040a53","1765575","2024-06-29T19:30:00.000","5",,,,"F",,,,"SAFETY BELT USED","DID NOT DEPLOY","NONE","NO INDICATION OF INJURY",,,,,,,,,,,,
"P409953","PASSENGER","ff00c4e6d6cc0c9775925a52a546899b396e71665efee8352aba2a465807da3fd348c0d77ccea9176f87fc608a79ee19acc09893905e93afb2769dc2f1040a53","1765575","2024-06-29T19:30:00.000","10",,,,"F",,,,"SAFETY BELT USED","DID NOT DEPLOY","NONE","NO INDICATION OF INJURY",,,,,,,,,,,,
"P409954","PASSENGER","ff00c4e6d6cc0c9775925a52a546899b396e71665efee8352aba2a465807da3fd348c0d77ccea9176f87fc608a79ee19acc09893905e93afb2769dc2f1040a53","1765575","2024-06-29T19:30:00.000","12",,,,"F",,,,"SAFETY BELT USED","DID NOT DEPLOY","NONE","NO INDICATION OF INJURY",,,,,,,,,,,,
"O1853417","DRIVER","de9d9b1d122b0a73221c4a55a7ae72fba8b1a9bd81f262e9179f4a98bd8d3d36c281b1813e0f21b321c1db72e89927a2b76c2f984894be6b471b7320b440a11a","1765598","2024-06-29T19:20:00.000",,,,,"X",,,,"USAGE UNKNOWN","DEPLOYMENT UNKNOWN","UNKNOWN","NO INDICATION OF INJURY",,,,"UNKNOWN","UNKNOWN","UNKNOWN",,,,"TEST NOT OFFERED",,
"O1853418","PEDESTRIAN","de9d9b1d122b0a73221c4a55a7ae72fba8b1a9bd81f262e9179f4a98bd8d3d36c281b1813e0f21b321c1db72e89927a2b76c2f984894be6b471b7320b440a11a",,"2024-06-29T19:20:00.000",,"CHICAGO","IL","60649","M","18",,,"USAGE UNKNOWN",,,"NONINCAPACITATING INJURY","SOUTH SHORE HOSPITAL",,,"UNKNOWN","UNKNOWN","NORMAL","UNKNOWN/NA","NO CONTRASTING CLOTHING","IN CROSSWALK","TEST NOT OFFERED",,
"O1853433","DRIVER","9f5a3b0cc762fc874a7c1632bdc38984366dbb1ebe8a12f44b542b1a2c4b98a5d094f308f9d81c50d7ab9d839f6f08a9013c2aa644301ed34daf434a2f2ef392","1765650","2024-06-29T19:14:00.000",,,,,"M",,,,"USAGE UNKNOWN","DEPLOYMENT UNKNOWN","NONE","NO INDICATION OF INJURY",,,,"IMPROPER PASSING","UNKNOWN","UNKNOWN",,,,"TEST NOT OFFERED",,
"O1853434","DRIVER","9f5a3b0cc762fc874a7c1632bdc38984366dbb1ebe8a12f44b542b1a2c4b98a5d094f308f9d81c50d7ab9d839f6f08a9013c2aa644301ed34daf434a2f2ef392","1765632","2024-06-29T19:14:00.000",,"CHICAGO","IL","60608","F","30","IL",,"SAFETY BELT USED","DID NOT DEPLOY","NONE","NO INDICATION OF INJURY",,,,"NONE","NOT OBSCURED","NORMAL",,,,"TEST NOT OFFERED",,
"O1853387","DRIVER","0123f2dd1dac7e3c571cbdfac1f1fc5e6f146597e4e21f379fbc585fbbc2c1a08ea484b7becd5ff99020611107ac4d9b71abe24ee03b4c8d3d8586036e4d4958","1765566","2024-06-29T19:05:00.000",,,,,"X",,,,"USAGE UNKNOWN","DEPLOYMENT UNKNOWN","UNKNOWN","NO INDICATION OF INJURY",,,,"UNKNOWN","UNKNOWN","UNKNOWN",,,,"TEST NOT OFFERED",,
"O1853381","DRIVER","3bd08b5092ba8364108d7a936823cafc71c3ad9a0969d4a93b6ffc8cb2287637367827f1a49767d1474457628cd668fdfdee473a6ad7f679dbdf6b43e73980ff","1765554","2024-06-29T19:05:00.000",,"CHICAGO","IL","60655","M","24","IL","D","SAFETY BELT USED","NOT APPLICABLE","NONE","NO INDICATION OF INJURY",,,,"IMPROPER BACKING","UNKNOWN","NORMAL",,,,"TEST NOT OFFERED",,
"O1853357","DRIVER","11fd51053fa4a79aaf2d0870f126953d6a3ff6041d65f9e1a6f63a9118f164fa242526d8b008fc06a5aab8a9a2d424faa9ca04ffec4b0fc75d37b37f41f9e323","1765533","2024-06-29T19:00:00.000",,"CHICAGO","IL","60615","F","47","IL","D","SAFETY BELT USED","DID NOT DEPLOY","NONE","NO INDICATION OF INJURY",,,,"NONE","NOT OBSCURED","NORMAL",,,,"TEST NOT OFFERED",,
"P409934","PASSENGER","11fd51053fa4a79aaf2d0870f126953d6a3ff6041d65f9e1a6f63a9118f164fa242526d8b008fc06a5aab8a9a2d424faa9ca04ffec4b0fc75d37b37f41f9e323","1765533","2024-06-29T19:00:00.000","3","CHICAGO","IL","60615","F","21",,,"SAFETY BELT USED","DID NOT DEPLOY","NONE","NO INDICATION OF INJURY",,,,,,,,,,,,
"O1853366","DRIVER","7b0a2a041c42368b4c478df6e612f4b0476374082cf416ba744446bb7242d68ccf8877db46f0ca69b5f0f458d6ee7aec6699e2834cbe55f14e93f77928d9b3ee","1765539","2024-06-29T19:00:00.000",,"CHICAGO","IL","60633","M","55","IL","D","USAGE UNKNOWN","DID NOT DEPLOY","NONE","NO INDICATION OF INJURY",,,,"OTHER","UNKNOWN","NORMAL",,,,"TEST NOT OFFERED",,
"O1853367","DRIVER","7b0a2a041c42368b4c478df6e612f4b0476374082cf416ba744446bb7242d68ccf8877db46f0ca69b5f0f458d6ee7aec6699e2834cbe55f14e93f77928d9b3ee","1765551","2024-06-29T19:00:00.000",,"CHICAGO","IL","60623","M","36","IL","D","USAGE UNKNOWN","DID NOT DEPLOY","NONE","NO INDICATION OF INJURY",,,,"OTHER","UNKNOWN","NORMAL",,,,"TEST NOT OFFERED",,
"P409938","PASSENGER","7b0a2a041c42368b4c478df6e612f4b0476374082cf416ba744446bb7242d68ccf8877db46f0ca69b5f0f458d6ee7aec6699e2834cbe55f14e93f77928d9b3ee","1765551","2024-06-29T19:00:00.000","3","CHICAGO","IL","60612","M","37",,,"USAGE UNKNOWN","DID NOT DEPLOY","NONE","NO INDICATION OF INJURY",,,,,,,,,,,,
"O1853403","DRIVER","93a9fac68680e542ca4724767520ecb1662cbd194b5d46f70478aab8dc63d834eea5773b45e425111882d5b4ef51450ecd11a2217e97c6b397841d7163475818","1765583","2024-06-29T19:00:00.000",,"CHICAGO","IL","60634","M","18","IL","D","SAFETY BELT USED","DEPLOYED, COMBINATION","NONE","INCAPACITATING INJURY","LOYOLA","47",,"OTHER","BLINDED - SUNLIGHT","UNKNOWN",,,,"TEST NOT OFFERED",,
"O1853355","DRIVER","a6a6b0efc3fa1237087e6f53c32cf4a952165c143d4235087accf16460821e40907dcbcca93167dfccd91dddc1eaa02292631118e134feb7ae2f7b5182e557dd","1765528","2024-06-29T18:56:00.000",,"CHICAGO","IL","60620","F","21","IL","D","SAFETY BELT USED","NOT APPLICABLE","NONE","NO INDICATION OF INJURY",,,,"IMPROPER TURN","MOVING VEHICLES","NORMAL",,,,"TEST NOT OFFERED",,
"O1853356","DRIVER","a6a6b0efc3fa1237087e6f53c32cf4a952165c143d4235087accf16460821e40907dcbcca93167dfccd91dddc1eaa02292631118e134feb7ae2f7b5182e557dd","1765531","2024-06-29T18:56:00.000",,"CHICAGO","IL","60653","M","42","IL","D","SAFETY BELT USED","NOT APPLICABLE","NONE","NO INDICATION OF INJURY",,,,"NONE","NOT OBSCURED","NORMAL",,,,"TEST NOT OFFERED",,
